1.00738e+14, 125641337, 1554342, 1948,152730, 0
1.00897e+14, 59337868, 765617, 1840,76102, 0
1.01438e+14, 14, 722912, 1918,72728, 1
1.01746e+14, 3, 381410, 1840,39207, 1
1.04829e+14, 9, 623512, 2040,62982, 1
1.06717e+14, 45692056, 575590, 1840,57893, 0
1.06982e+14, 54009744, 770213, 2040,78171, 0
1.12973e+15, 118099831, 729367, 1840,75243, 0
1.14481e+14, 19350178, 643785, 1840,66930, 1
1.14481e+14, 19350178, 643785, 1843,66930, 1
1.14521e+14, 72124345, 904707, 2044,91133, 0
1.15003e+14, 21118080, 685148, 1840,70937, 1
1.15003e+14, 21118080, 685148, 1844,70937, 1
1.15003e+14, 21118080, 685148, 1848,70937, 1
1.15007e+14, 21119425, 687680, 1849,71210, 1
1.1553e+14, 22887585, 729367, 1840,75243, 1
1.1553e+14, 22887585, 729367, 1850,75243, 1
1.1613e+14, 139483379, 1576591, 1840,153135, 0
1.17418e+14, 38930416, 504023, 1890,51634, 0
1.2033e+14, 68267966, 785159, 2068,78495, 0
1.20488e+14, 40274668, 534072, 1883,54544, 0
1.20859e+14, 29355728, 868116, 1856,88789, 1
1.21356e+14, 25, 1291562, 1914,127789, 1
1.22689e+14, 24665417, 786941, 1840,80949, 1
1.22689e+14, 24665417, 786941, 1850,80949, 1
1.22719e+14, 24665417, 786941, 1840,80949, 1
1.22719e+14, 24665417, 786941, 1850,80949, 1
1.2472e+14, 33572403, 1015458, 1906,103447, 1
1.26503e+14, 42547020, 536734, 1848,54143, 0
1.27502e+14, 25237443, 786941, 1840,80949, 1
1.27502e+14, 25237445, 786941, 1840,80949, 1
1.2769e+14, 34544611, 1006865, 1880,102335, 1
1.36394e+14, 23569212, 685148, 1840,70937, 1
1.38029e+14, 23070430, 685148, 1840,70937, 1
1.38251e+14, 54654578, 542445, 2047,55887, 0
1.39161e+14, 30897232, 868116, 1856,88789, 1
1.438e+14, 29824526, 742879, 1847,76615, 1
1.47247e+14, 36430035, 906243, 1840,92467, 1
1.47507e+14, 29490510, 817805, 1840,83855, 1
1.54607e+14, 30864673, 862024, 1880,88161, 1
1.55058e+14, 6, 1096099, 1858,110951, 0
1.55058e+14, 6, 1096099, 1858,110951, 1
1.63104e+15, 189967331, 5078237, 2048,503567, 1
1.653e+14, 24386256, 685148, 1840,70937, 1
1.67416e+14, 37824515, 403232, 1849,41344, 0
1.70732e+14, 72741198, 723480, 1934,72757, 0
1.73853e+14, 7, 869680, 1840,88921, 1
1.75731e+14, 7, 1233332, 1863,124340, 1
1.75776e+14, 45698696, 494224, 1853,50029, 0
1.76036e+14, 51864597, 550278, 1865,55850, 0
1.76389e+14, 80977238, 930696, 1856,92318, 0
1.8069e+14, 28527936, 685148, 1840,70937, 1
1.81243e+14, 135379671, 1578760, 2014,156001, 0
1.83948e+14, 38, 1776111, 1856,174518, 1
1.87261e+14, 38700356, 643785, 1840,66930, 1
1.87261e+14, 38700356, 643785, 1843,66930, 0
1.87261e+14, 38700356, 643785, 1843,66930, 1
1.87261e+14, 38700383, 643785, 1840,66930, 1
1.88156e+14, 42233228, 682467, 1840,70652, 1
1.88164e+14, 42236158, 685148, 1840,70937, 1
1.88164e+14, 42236158, 685148, 1844,70937, 1
1.88164e+14, 42236158, 685148, 1848,70937, 1
1.88172e+14, 42238847, 687680, 1849,71210, 1
1.8818e+14, 42241581, 690212, 1840,71483, 1
1.8906e+14, 45769271, 723979, 1849,74671, 1
1.89076e+14, 45775159, 729367, 1840,75243, 1
1.89076e+14, 45775159, 729367, 1850,75243, 1
1.90025e+14, 49326826, 785747, 1865,80874, 1
1.91737e+14, 56364716, 837195, 1851,85540, 1
1.93599e+14, 93130174, 1005856, 2040,99694, 0
1.94682e+14, 31, 1545886, 1840,151899, 1
1.96248e+14, 74042242, 1042223, 1865,105362, 1
1.9885e+14, 46644461, 729367, 1850,75243, 0
1.99422e+14, 83515833, 722912, 1918,72728, 0
2.01767e+14, 95292738, 1322676, 1918,132855, 1
2.02542e+14, 49330832, 786941, 1840,80949, 1
2.02542e+14, 49330832, 786941, 1850,80949, 1
2.04899e+14, 43726557, 685148, 1840,70937, 0
2.06464e+14, 64112011, 623512, 2040,62982, 0
2.10506e+14, 141321178, 1595929, 1958,157699, 0
2.12665e+14, 50539091, 786941, 1840,80949, 0
2.17349e+14, 72540308, 1015458, 1906,103447, 0
2.24285e+14, 45358312, 685148, 1840,70937, 0
2.27805e+14, 71757666, 1006865, 1880,102335, 0
2.28432e+14, 60002923, 817805, 1840,83855, 0
2.30424e+14, 52423000, 983337, 1840,100125, 1
2.37266e+14, 53053169, 742879, 1847,76615, 0
2.39184e+14, 120901431, 1291562, 1914,127789, 0
2.45265e+14, 31892130, 685148, 1840,70937, 1
2.49182e+14, 31725486, 1096099, 1858,110951, 0
2.49182e+14, 31725486, 1096099, 1858,110951, 1
2.504e+14, 36288146, 780324, 1840,80249, 1
2.54619e+14, 49650726, 685148, 1840,70937, 0
2.54811e+14, 94001577, 939052, 1840,92935, 0
2.59205e+14, 35295893, 1259350, 1859,127411, 1
2.63394e+14, 35840958, 780324, 1840,80249, 1
2.70091e+14, 62762304, 862024, 1880,88161, 0
2.8029e+14, 35611978, 1233332, 1863,124340, 1
2.80819e+14, 35262372, 1233332, 1863,124340, 1
3.02336e+14, 77600605, 906243, 1840,92467, 0
3.13629e+15, 379934660, 5078237, 2048,503567, 0
3.14966e+14, 82086881, 1015458, 1906,103447, 0
3.31288e+13, 1, 303748, 1840,31739, 1
3.31288e+13, 1, 303748, 1842,31739, 1
3.32019e+13, 2, 320782, 1845,33352, 1
3.3209e+13, 2, 329009, 1860,34266, 1
3.32571e+13, 2, 385375, 1948,40435, 1
3.32751e+13, 3, 337816, 1848,34965, 1
3.3277e+13, 3, 339984, 1854,35221, 1
3.33637e+13, 4, 372810, 1867,38591, 1
3.41216e+13, 3, 381410, 1844,39207, 1
3.41947e+13, 4, 398444, 1855,40820, 1
3.46901e+13, 5, 436277, 1860,44446, 1
3.47046e+14, 59525822, 685148, 1840,70937, 0
3.48726e+13, 2, 397524, 1948,41696, 1
3.51144e+13, 5, 459072, 1840,46675, 1
3.51144e+13, 5, 459072, 1846,46675, 1
3.51845e+13, 29, 789613, 1842,77924, 1
3.5521e+14, 178376726, 1776111, 1856,174518, 0
3.61072e+13, 7, 536734, 1860,54143, 1
3.61072e+13, 7, 536734, 1864,54143, 1
3.77491e+14, 63450970, 1096099, 1858,110951, 0
3.7772e+14, 51288107, 869680, 1840,88921, 1
3.79974e+14, 164810388, 1545886, 1840,151899, 0
3.85868e+13, 12, 728357, 1840,72540, 1
3.94853e+14, 70591784, 1259350, 1859,127411, 0
4.07409e+13, 18, 919777, 1904,90935, 1
4.22655e+14, 70874348, 1233332, 1863,124340, 0
4.57257e+13, 28, 1353200, 1947,133461, 1
4.61938e+13, 7, 603971, 2028,61846, 1
4.61939e+13, 7, 603971, 2028,61846, 1
4.7961e+14, 37, 1972612, 1975,196085, 1
4.79701e+13, 7, 555004, 1986,56495, 1
4.8439e+14, 60402278, 1212697, 2203,126223, 0
4.89145e+14, 71537195, 729367, 1840,75243, 0
4.94103e+14, 75706588, 780324, 1840,80249, 0
4.97108e+14, 64465726, 685148, 1840,70937, 0
5.1023e+14, 75706588, 780324, 1840,80249, 0
5.28253e+13, 34, 1554342, 1948,152730, 1
5.30324e+13, 14, 765617, 1840,76102, 1
5.32043e+14, 53883873, 729367, 1840,75243, 1
5.34547e+14, 114374240, 983337, 1840,100125, 0
5.53635e+13, 10, 770213, 2040,78171, 1
5.57767e+13, 9, 575590, 1840,57893, 1
5.58994e+13, 9, 613404, 1872,62419, 1
5.85007e+13, 35, 1576591, 1840,153135, 1
5.856e+13, 13, 904707, 2044,91133, 1
6.07052e+13, 7, 504023, 1890,51634, 1
6.09955e+14, 176434126, 1345646, 1840,132502, 0
6.16964e+13, 13, 785159, 2068,78495, 1
6.52882e+13, 15821786, 303748, 1840,31739, 1
6.52882e+13, 15821786, 303748, 1842,31739, 1
6.57127e+13, 17584142, 320782, 1843,33352, 1
6.57127e+13, 17584142, 320782, 1845,33352, 1
6.57146e+13, 17584967, 321939, 1846,33488, 1
6.57255e+13, 17590924, 329009, 1860,34266, 1
6.58123e+13, 17640475, 385375, 1948,40435, 1
6.61372e+13, 19346499, 337816, 1848,34965, 1
6.61406e+13, 19347966, 339984, 1854,35221, 1
6.61437e+13, 19350178, 340047, 1846,35200, 1
6.64256e+13, 2, 643785, 1840,66930, 1
6.64256e+13, 2, 643785, 1843,66930, 1
6.65825e+13, 3, 685148, 1840,70937, 1
6.65825e+13, 3, 685148, 1844,70937, 1
6.65825e+13, 3, 685148, 1848,70937, 1
6.6585e+13, 3, 687680, 1849,71210, 1
6.65896e+13, 21123203, 372810, 1867,38591, 1
6.67423e+13, 4, 729367, 1840,75243, 1
6.67423e+13, 4, 729367, 1850,75243, 1
6.69897e+13, 22872860, 374198, 1862,38463, 1
6.69944e+13, 22875624, 375199, 1842,38554, 1
6.70077e+13, 22883510, 381410, 1840,39207, 1
6.70077e+13, 22883510, 381410, 1844,39207, 1
6.72281e+13, 7, 868116, 1856,88789, 1
6.74321e+13, 24645866, 398444, 1847,40820, 1
6.74321e+13, 24645866, 398444, 1855,40820, 1
6.74557e+13, 24659492, 413408, 1861,42440, 1
6.77139e+13, 10, 1006865, 1880,102335, 1
6.79739e+13, 7, 536734, 1848,54143, 1
6.80615e+13, 4, 747879, 1847,77832, 1
6.82899e+13, 28175660, 436277, 1860,44446, 1
6.87271e+13, 29945234, 459072, 1840,46675, 1
6.87271e+13, 29945234, 459072, 1846,46675, 1
6.87276e+13, 6, 542445, 2047,55887, 1
6.87426e+13, 17816649, 397524, 1948,41696, 0
6.87778e+13, 29975138, 495038, 1858,50567, 1
6.95784e+13, 33471156, 492839, 1859,49863, 1
6.99835e+13, 35222422, 500046, 1867,50422, 1
7.04465e+13, 37006958, 536734, 1856,54143, 1
7.04465e+13, 37006958, 536734, 1860,54143, 1
7.04465e+13, 37006958, 536734, 1864,54143, 1
7.0742e+13, 4, 776722, 1848,79896, 1
7.07555e+13, 4, 786941, 1840,80949, 1
7.07555e+13, 4, 786941, 1850,80949, 1
7.1052e+13, 10, 1006865, 1880,102335, 1
7.1183e+13, 4, 786941, 1840,80949, 1
7.12767e+13, 40520530, 557841, 1852,55966, 1
