1.11467e+14, 42, 401843, 236,55643, 42, 1
1.11468e+14, 42, 401843, 236,55643, 42, 1
1.11469e+14, 41, 401843, 236,55643, 42, 1
1.11469e+14, 42, 401843, 236,55643, 42, 1
1.11473e+14, 42, 401843, 236,55643, 42, 0
1.11474e+14, 42, 401843, 236,55643, 42, 0
1.11479e+14, 42, 401843, 236,55643, 42, 0
1.11485e+14, 42, 401843, 236,55643, 42, 0
1.11486e+14, 42, 401843, 236,55643, 42, 0
1.11487e+14, 42, 401843, 236,55643, 42, 0
1.11491e+14, 42, 401843, 236,55643, 42, 0
1.11497e+14, 42, 401843, 236,55643, 42, 0
1.11501e+14, 42, 401843, 236,55643, 42, 0
1.11506e+14, 42, 401843, 236,55643, 42, 0
1.11527e+14, 42, 401843, 236,55643, 42, 0
1.1152e+14, 42, 401843, 236,55643, 42, 0
1.11548e+14, 42, 401843, 236,55643, 42, 0
1.11618e+14, 42, 401843, 236,55643, 42, 0
1.11677e+14, 42, 401843, 236,55643, 42, 0
1.11701e+14, 42, 401843, 236,55643, 42, 0
1.11752e+14, 42, 401843, 236,55643, 42, 0
1.12144e+14, 42, 401843, 236,55643, 42, 0
1.17591e+14, 31, 285652, 284,40456, 32, 1
1.17591e+14, 32, 285652, 284,40456, 32, 1
1.17592e+14, 32, 285652, 284,40456, 32, 1
1.17593e+14, 32, 285652, 284,40456, 32, 1
1.1759e+14, 32, 285652, 284,40456, 32, 1
1.19361e+14, 3, 94105, 98,15456, 4, 1
1.19428e+14, 3, 94105, 98,15456, 4, 0
1.19568e+14, 62, 669127, 1498,97272, 63, 1
1.19568e+14, 63, 669127, 1498,97272, 63, 0
1.19568e+14, 63, 669127, 1498,97272, 63, 1
1.19569e+14, 62, 669127, 1498,97272, 63, 1
1.19888e+14, 3, 94105, 98,15456, 4, 0
1.20711e+14, 2, 109773, 1865,17612, 3, 1
1.20711e+14, 3, 109773, 1865,17612, 3, 0
1.20711e+14, 3, 109773, 1865,17612, 3, 1
1.27455e+14, 25017294, 94105, 98,15456, 4, 1
1.2745e+14, 25017773, 94105, 98,15456, 4, 1
1.27467e+14, 25018579, 94105, 98,15456, 4, 1
1.27472e+14, 25017903, 94105, 98,15456, 4, 1
1.27473e+14, 25017894, 94105, 98,15456, 4, 1
1.27473e+14, 25017897, 94105, 98,15456, 4, 1
1.27474e+14, 25017908, 94105, 98,15456, 4, 1
1.2747e+14, 25018710, 94105, 98,15456, 4, 1
1.27494e+14, 25019102, 94105, 98,15456, 4, 1
1.27494e+14, 25019103, 94105, 98,15456, 4, 1
1.27496e+14, 25019919, 94105, 98,15456, 4, 1
1.27496e+14, 25019920, 94105, 98,15456, 4, 1
1.27496e+14, 25019921, 94105, 98,15456, 4, 1
1.27496e+14, 25019922, 94105, 98,15456, 4, 1
1.27496e+14, 25019923, 94105, 98,15456, 4, 1
1.27496e+14, 25019924, 94105, 98,15456, 4, 1
1.27496e+14, 25019925, 94105, 98,15456, 4, 1
1.27502e+14, 25020179, 94105, 98,15456, 4, 1
1.27505e+14, 25022545, 94105, 98,15456, 4, 1
1.27536e+14, 25021039, 94105, 98,15456, 4, 1
1.27536e+14, 25021040, 94105, 98,15456, 4, 1
1.27536e+14, 25021041, 94105, 98,15456, 4, 1
1.27536e+14, 25021042, 94105, 98,15456, 4, 1
1.27536e+14, 25021043, 94105, 98,15456, 4, 1
1.27538e+14, 25021856, 94105, 98,15456, 4, 1
1.27538e+14, 25021857, 94105, 98,15456, 4, 1
1.27538e+14, 25021862, 94105, 98,15456, 4, 1
1.27539e+14, 25021879, 94105, 98,15456, 4, 1
1.27548e+14, 25021624, 94105, 98,15456, 4, 1
1.27548e+14, 25021625, 94105, 98,15456, 4, 1
1.27548e+14, 25021626, 94105, 98,15456, 4, 1
1.27548e+14, 25021627, 94105, 98,15456, 4, 1
1.27549e+14, 25021676, 94105, 98,15456, 4, 1
1.27549e+14, 25021677, 94105, 98,15456, 4, 1
1.27549e+14, 25021678, 94105, 98,15456, 4, 1
1.27551e+14, 25022455, 94105, 98,15456, 4, 1
1.27551e+14, 25022493, 94105, 98,15456, 4, 1
1.27551e+14, 25022494, 94105, 98,15456, 4, 1
1.2755e+14, 25022441, 94105, 98,15456, 4, 1
1.27566e+14, 25023195, 94105, 98,15456, 4, 1
1.27572e+14, 25022715, 94105, 98,15456, 4, 1
1.27582e+14, 25023210, 94105, 98,15456, 4, 1
1.27582e+14, 25023212, 94105, 98,15456, 4, 1
1.27583e+14, 25023218, 94105, 98,15456, 4, 1
1.27583e+14, 25023220, 94105, 98,15456, 4, 1
1.27583e+14, 25023222, 94105, 98,15456, 4, 1
1.27584e+14, 25023288, 94105, 98,15456, 4, 1
1.27584e+14, 25024027, 94105, 98,15456, 4, 1
1.27584e+14, 25024028, 94105, 98,15456, 4, 1
1.27584e+14, 25024029, 94105, 98,15456, 4, 1
1.27585e+14, 25023255, 94105, 98,15456, 4, 1
1.27585e+14, 25023314, 94105, 98,15456, 4, 1
1.27585e+14, 25023315, 94105, 98,15456, 4, 1
1.27585e+14, 25023316, 94105, 98,15456, 4, 1
1.27585e+14, 25023319, 94105, 98,15456, 4, 1
1.27585e+14, 25024053, 94105, 98,15456, 4, 1
1.27586e+14, 25024106, 94105, 98,15456, 4, 1
1.27587e+14, 25024131, 94105, 98,15456, 4, 1
1.27587e+14, 25024132, 94105, 98,15456, 4, 1
1.27587e+14, 25024135, 94105, 98,15456, 4, 1
1.27598e+14, 25023925, 94105, 98,15456, 4, 1
1.27598e+14, 25023926, 94105, 98,15456, 4, 1
1.275e+14, 25019365, 94105, 98,15456, 4, 1
1.27605e+14, 25023235, 94105, 98,15456, 4, 0
1.27625e+14, 25025186, 94105, 98,15456, 4, 1
1.27627e+14, 25026003, 94105, 98,15456, 4, 1
1.27632e+14, 25026263, 94105, 98,15456, 4, 1
1.27638e+14, 25025797, 94105, 98,15456, 4, 1
1.27638e+14, 25025798, 94105, 98,15456, 4, 1
1.27638e+14, 25025799, 94105, 98,15456, 4, 1
1.27638e+14, 25025800, 94105, 98,15456, 4, 1
1.27638e+14, 25025803, 94105, 98,15456, 4, 1
1.27639e+14, 25025819, 94105, 98,15456, 4, 1
1.2763e+14, 25025446, 94105, 98,15456, 4, 1
1.27642e+14, 25025856, 94105, 98,15456, 4, 1
1.2764e+14, 25026614, 94105, 98,15456, 4, 1
1.2764e+14, 25026615, 94105, 98,15456, 4, 1
1.27655e+14, 25027447, 94105, 98,15456, 4, 1
1.27657e+14, 25027447, 94105, 98,15456, 4, 1
1.27667e+14, 25027162, 94105, 98,15456, 4, 1
1.27667e+14, 25027875, 94105, 98,15456, 4, 1
1.27669e+14, 25027115, 94105, 98,15456, 4, 1
1.27677e+14, 25027604, 94105, 98,15456, 4, 1
1.27679e+14, 25028421, 94105, 98,15456, 4, 1
1.27688e+14, 25028114, 94105, 98,15456, 4, 1
1.27692e+14, 25028235, 94105, 98,15456, 4, 1
1.27693e+14, 25029098, 94105, 98,15456, 4, 1
1.27698e+14, 25028592, 94105, 98,15456, 4, 1
1.2769e+14, 25028940, 94105, 98,15456, 4, 1
1.276e+14, 25024741, 94105, 98,15456, 4, 1
1.276e+14, 25024742, 94105, 98,15456, 4, 1
1.276e+14, 25024744, 94105, 98,15456, 4, 1
1.27702e+14, 25028774, 94105, 98,15456, 4, 1
1.27753e+14, 25031140, 94105, 98,15456, 4, 1
1.27753e+14, 25031141, 94105, 98,15456, 4, 1
1.27753e+14, 25031143, 94105, 98,15456, 4, 1
1.27753e+14, 25031144, 94105, 98,15456, 4, 1
1.27753e+14, 25031145, 94105, 98,15456, 4, 1
